table,column,type,rows,nulls,completeness
dim_cnes,id_unidade_cnes,large_string,631973,0.0,1.0
dim_cnes,id_cnes,large_string,631973,0.0,1.0
dim_cnes,nu_cnpj_mantenedora,double,631973,509723.0,0.19344180843168934
dim_cnes,id_pfpj,large_string,631973,0.0,1.0
dim_cnes,nivel_dep,int64,631973,0.0,1.0
dim_cnes,no_razao_social,large_string,631973,1.0,0.9999984176539187
dim_cnes,no_fantasia,large_string,631973,44.0,0.9999303767724254
dim_cnes,no_logradouro,large_string,631973,0.0,1.0
dim_cnes,nu_endereco,large_string,631973,314.0,0.9995031433304904
dim_cnes,no_complemento,large_string,631973,321071.0,0.4919545613499311
dim_cnes,no_bairro,large_string,631973,1.0,0.9999984176539187
dim_cnes,id_cep,int64,631973,0.0,1.0
dim_cnes,id_regiao_saude,large_string,631973,380850.0,0.39736349495943657
dim_cnes,id_micro_regiao,double,631973,631973.0,0.0
dim_cnes,id_distrito_sanitario,large_string,631973,587130.0,0.07095714532108177
dim_cnes,id_distrito_administrativo,large_string,631973,630930.0,0.0016503869627341183
dim_cnes,nu_telefone,large_string,631973,141607.0,0.7759287184737322
dim_cnes,nu_fax,double,631973,631973.0,0.0
dim_cnes,no_email,large_string,631973,270492.0,0.5719880437930102
dim_cnes,nu_cpf,double,631973,461774.0,0.26931372068110504
dim_cnes,nu_cnpj,double,631973,289620.0,0.5417209279510359
dim_cnes,id_atividade,int64,631973,0.0,1.0
dim_cnes,id_clientela,double,631973,9044.0,0.9856892620412581
dim_cnes,nu_alvara,large_string,631973,210336.0,0.6671756546561325
dim_cnes,data_expedicao,large_string,631973,210777.0,0.6664778400343052
dim_cnes,id_orgao_expedidor,double,631973,205644.0,0.6746000224693143
dim_cnes,data_val_lic_sani,large_string,631973,361653.0,0.4277397926810165
dim_cnes,id_lic_sani,double,631973,361224.0,0.4284186191498688
dim_cnes,id_unidade,int64,631973,0.0,1.0
dim_cnes,id_turno_atendimento,double,631973,2004.0,0.9968289784531934
dim_cnes,id_estado_gestor,int64,631973,0.0,1.0
dim_cnes,id_municipio_gestor,int64,631973,0.0,1.0
dim_cnes,data_atualizacao,large_string,631973,0.0,1.0
dim_cnes,id_usuario,large_string,631973,0.0,1.0
dim_cnes,id_cpfdiretorcln,double,631973,42931.0,0.9320683003862507
dim_cnes,reg_diretorcln,large_string,631973,253613.0,0.5986964632982739
dim_cnes,st_adesao_filantrop,large_string,631973,629322.0,0.0041947994613693584
dim_cnes,id_motivo_desab,double,631973,494228.0,0.21796026096051568
dim_cnes,no_url,large_string,631973,619139.0,0.020307829606644567
dim_cnes,nu_latitude,large_string,631973,58641.0,0.9072096434499575
dim_cnes,nu_longitude,large_string,631973,58593.0,0.9072855960618571
dim_cnes,data_atualizacao_geolocalizacao,large_string,631973,140307.0,0.7779857683793453
dim_cnes,no_usuario_geo,large_string,631973,140971.0,0.7769350905814014
dim_cnes,id_natureza_jur,double,631973,4.0,0.999993670615675
dim_cnes,id_estab_sempre_aberto,large_string,631973,47161.0,0.925374976462602
dim_cnes,st_geracredito_gerente_sgif,large_string,631973,631872.0,0.00015981695420530517
dim_cnes,st_conexao_internet,large_string,631973,36489.0,0.942261773841604
dim_cnes,id_tipo_unidade,double,631973,631973.0,0.0
dim_cnes,no_fantasia_abrev,double,631973,631973.0,0.0
dim_cnes,id_gestao,large_string,631973,0.0,1.0
dim_cnes,data_atualizacao_origem,large_string,631973,0.0,1.0
dim_cnes,id_tipo_estabelecimento,double,631973,42678.0,0.9324686339448046
dim_cnes,id_atividade_principal,double,631973,42678.0,0.9324686339448046
dim_cnes,st_contrato_formalizado,large_string,631973,342051.0,0.45875694056549887
dim_cnes,id_tipo_abrangencia,double,631973,525587.0,0.16833947019888507
dim_cnes,st_coworking,large_string,631973,261975.0,0.5854648853669382
dim_cnes,hash,large_string,631973,0.0,1.0
dim_cnes,data_inicio_vigencia_silver,timestamp[us],631973,0.0,1.0
dim_cnes,data_fim_vigencia_silver,timestamp[us],631973,0.0,1.0
dim_cnes,data_atualizacao_silver,timestamp[us],631973,0.0,1.0
dim_cnes,vigencia_silver,int64,631973,0.0,1.0
dim_cnes_udh,id_unidade_cnes,large_string,39980,0.0,1.0
dim_cnes_udh,id_cnes,large_string,39980,0.0,1.0
dim_cnes_udh,nu_cnpj_mantenedora,double,39980,37840.0,0.05352676338169082
dim_cnes_udh,id_pfpj,large_string,39980,0.0,1.0
dim_cnes_udh,nivel_dep,int64,39980,0.0,1.0
dim_cnes_udh,no_razao_social,large_string,39980,0.0,1.0
dim_cnes_udh,no_fantasia,large_string,39980,1.0,0.9999749874937469
dim_cnes_udh,no_logradouro,large_string,39980,0.0,1.0
dim_cnes_udh,nu_endereco,large_string,39980,1.0,0.9999749874937469
dim_cnes_udh,no_complemento,large_string,39980,8114.0,0.797048524262131
dim_cnes_udh,no_bairro,large_string,39980,0.0,1.0
dim_cnes_udh,id_cep,int64,39980,0.0,1.0
dim_cnes_udh,id_regiao_saude,large_string,39980,34224.0,0.14397198599299654
dim_cnes_udh,id_micro_regiao,double,39980,39980.0,0.0
dim_cnes_udh,id_distrito_sanitario,large_string,39980,30090.0,0.24737368684342176
dim_cnes_udh,id_distrito_administrativo,large_string,39980,39919.0,0.0015257628814406843
dim_cnes_udh,nu_telefone,large_string,39980,10752.0,0.7310655327663832
dim_cnes_udh,nu_fax,double,39980,39980.0,0.0
dim_cnes_udh,no_email,large_string,39980,11954.0,0.7010005002501251
dim_cnes_udh,nu_cpf,double,39980,26141.0,0.3461480740370185
dim_cnes_udh,nu_cnpj,double,39980,15746.0,0.6061530765382691
dim_cnes_udh,id_atividade,int64,39980,0.0,1.0
dim_cnes_udh,id_clientela,double,39980,589.0,0.9852676338169084
dim_cnes_udh,nu_alvara,large_string,39980,9983.0,0.7503001500750375
dim_cnes_udh,data_expedicao,large_string,39980,9731.0,0.7566033016508253
dim_cnes_udh,id_orgao_expedidor,double,39980,9799.0,0.7549024512256128
dim_cnes_udh,data_val_lic_sani,large_string,39980,13067.0,0.6731615807903952
dim_cnes_udh,id_lic_sani,double,39980,12977.0,0.6754127063531765
dim_cnes_udh,id_unidade,int64,39980,0.0,1.0
dim_cnes_udh,id_turno_atendimento,double,39980,116.0,0.9970985492746374
dim_cnes_udh,id_estado_gestor,int64,39980,0.0,1.0
