city,week,notifications,burden,threshold,target,split,reporter_coverage,lag_1,lag_2,lag_4,lag_8,lag_13,lag_52,rolling_4_mean,rolling_4_sum,rolling_4_std,rolling_4_max,rolling_8_mean,rolling_8_sum,rolling_8_std,rolling_8_max,change_1,growth_1,acceleration,change_4,seasonal_difference,rain,rain_lag4,rain_mean4,temperature,temperature_lag4,temperature_mean4,humidity,humidity_lag4,humidity_mean4,wind,wind_lag4,wind_mean4,reporters,reporter_hhi,reporter_top_share,avs_ivs_mean,avs_ivs_iqr,avs_idhm_mean,avs_idhm_iqr,avs_renda_per_capita_mean,avs_renda_per_capita_iqr,avs_proporcao_sem_agua_esgoto_mean,avs_proporcao_sem_agua_esgoto_iqr,calendar_sin,calendar_cos
3304557,2021-01-03,5,50,2436.2,0,development,1,,,,,,,,,,,,,,,,,,,,23.8,,,26.88,,,76.67,,,2.02,,,4,0.28,0.4,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.051585425,0.99866859
3304557,2021-01-10,3,61,2436.2,0,development,1,5,,,,,,,,,,,,,,-2,-0.33333333,,,,13.4,,,27.74,,,74.58,,,1.98,,,3,0.33333333,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.17118054,0.98523968
3304557,2021-01-17,8,67,2436.2,0,development,1,3,5,,,,,,,,,,,,,5,1.25,7,,,0,,,27.11,,,69.19,,,2.28,,,6,0.21875,0.375,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.28829639,0.95754122
3304557,2021-01-24,18,67,2436.2,0,development,1,8,3,,,,,8.5,34,6.6583281,18,,,,,10,1.1111111,5,,,0,,9.3,28.95,,27.67,61.23,,70.4175,2.25,,2.1325,15,0.074074074,0.11111111,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.40123675,0.91597438
3304557,2021-01-31,21,66,2436.2,0,development,1,18,8,5,,,,12.5,50,8.4261498,21,,,,,3,0.15789474,-7,4,,77.3,23.8,22.675,28.32,26.88,28.03,69.19,76.67,68.5475,2.17,2.02,2.17,11,0.18820862,0.38095238,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.50836587,0.86114119
3304557,2021-02-07,14,79,2436.2,0,development,1,21,18,3,,,,15.25,61,5.6199051,21,,,,,-7,-0.31818182,-10,2.75,,29.4,13.4,26.675,24.68,27.74,27.265,81.5,74.58,70.2775,0.54,1.98,1.81,5,0.53061224,0.71428571,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.60813216,0.7938358
3304557,2021-02-14,14,91,2436.2,0,development,1,14,21,8,,,,16.75,67,3.4034296,21,,,,,0,0,7,1.5,,8.9,0,28.9,26.7,27.11,27.1625,77.16,69.19,72.27,0.92,2.28,1.47,9,0.2244898,0.42857143,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.69909067,0.71503303
3304557,2021-02-21,18,112,2436.2,0,development,1,14,14,18,,,,16.75,67,3.4034296,21,12.625,101,6.5886808,21,4,0.26666667,4,0,,17,0,33.15,25.84,28.95,26.385,81.68,61.23,77.3825,0.69,2.25,1.08,7,0.40123457,0.61111111,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.77992402,0.62587421
3304557,2021-02-28,20,130,2436.2,0,development,1,18,14,21,5,,,16.5,66,3,20,14.5,116,6.2335498,21,2,0.10526316,-2,-0.25,,0.9,77.3,14.05,27.56,28.32,26.195,71.72,69.19,78.015,0.78,2.17,0.7325,12,0.115,0.2,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.84946148,0.52765064
3304557,2021-03-07,27,153,2436.2,0,development,1,20,18,14,3,,,19.75,79,5.4390563,27,17.5,140,5.6568542,27,7,0.33333333,5,3.25,,27.7,29.4,13.625,25.23,24.68,26.3325,81.61,81.5,78.0425,0.74,0.54,0.7825,16,0.11111111,0.25925926,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.90669591,0.42178494
3304557,2021-03-14,26,184,2436.2,0,development,1,27,20,14,8,,,22.75,91,4.425306,27,19.75,158,4.8623921,27,-1,-0.035714286,-8,3,,0,8.9,11.4,26.97,26.7,26.4,76.67,77.16,77.92,0.77,0.92,0.745,11,0.21893491,0.42307692,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.95079836,0.30981039
3304557,2021-03-21,39,187,2436.2,0,development,1,26,27,18,18,,,28,112,7.9582243,39,22.375,179,8.2624365,39,13,0.48148148,14,5.25,,0.1,17,7.175,27.19,25.84,26.7375,76.08,81.68,76.52,0.77,0.69,0.765,15,0.26232742,0.48717949,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.98113009,0.19334875
3304557,2021-03-28,38,190,2436.2,0,development,1,39,26,20,21,,,32.5,130,6.9522179,39,24.5,196,9.8850537,39,-1,-0.025,-14,4.5,,31.2,0.9,14.75,25.82,27.56,26.3025,76.46,71.72,77.705,0.85,0.78,0.7825,17,0.15096953,0.28947368,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.9972518,0.074086778
3304557,2021-04-04,50,172,2436.2,0,development,1,38,39,27,14,5,,38.25,153,9.8107084,50,29,232,12.317235,50,12,0.30769231,13,5.75,,9.5,27.7,10.2,23.99,25.23,25.9925,76.13,81.61,76.335,0.76,0.74,0.7875,24,0.1016,0.26,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.99892998,-0.046248216
3304557,2021-04-11,57,153,2436.2,0,development,1,50,38,26,14,3,,46,184,9.1287093,57,34.375,275,14.090904,57,7,0.1372549,-5,7.75,,21.3,0,15.525,24.23,26.97,25.3075,72.5,76.67,75.2925,0.74,0.77,0.78,25,0.11542013,0.24561404,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.98614033,-0.16591338
3304557,2021-04-18,42,155,2436.2,0,development,1,57,50,39,18,8,,46.75,187,8.4606934,57,37.375,299,12.580455,57,-15,-0.25862069,-22,0.75,,37.9,0.1,24.975,22.8,27.19,24.21,81.59,76.08,76.67,1,0.77,0.8375,20,0.14058957,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.95906809,-0.28317557
3304557,2021-04-25,41,174,2436.2,0,development,1,42,57,38,20,18,,47.5,190,7.5055535,57,40,320,10.447146,57,-1,-0.023255814,14,0.75,,44.6,31.2,28.325,22.64,25.82,23.415,84.02,76.46,78.56,0.6,0.85,0.775,16,0.18857823,0.3902439,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.91810535,-0.39633643
3304557,2021-05-02,32,170,2436.2,0,development,1,41,42,50,27,21,,43,172,10.36018,57,40.625,325,9.6796916,57,-9,-0.21428571,-8,-4.5,,37.8,9.5,35.4,23.16,23.99,23.2075,83.77,76.13,80.47,0.53,0.76,0.7175,14,0.1171875,0.25,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.86384539,-0.50375703
3304557,2021-05-09,38,182,2436.2,0,development,1,32,41,57,26,14,,38.25,153,4.5,42,42.125,337,7.8456084,57,6,0.18181818,15,-4.75,,28.1,21.3,37.1,21.18,24.23,22.445,83.52,72.5,83.225,0.62,0.74,0.6875,24,0.078947368,0.21052632,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.79707408,-0.60388154
3304557,2021-05-16,44,167,2436.2,0,development,1,38,32,42,39,14,,38.75,155,5.1234754,44,42.75,342,7.7597864,57,6,0.15384615,0,0.5,,2.5,37.9,28.25,22.36,22.8,22.335,83.57,81.59,83.72,0.57,1,0.58,19,0.19628099,0.40909091,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.71875848,-0.69525984
3304557,2021-05-23,60,133,2436.2,0,development,1,44,38,41,38,18,,43.5,174,12.041595,60,45.5,364,9.5319013,60,16,0.35555556,10,4.75,,0.1,44.6,17.125,23.05,22.64,22.4375,74.14,84.02,81.25,0.69,0.6,0.6025,23,0.19722222,0.41666667,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.63003286,-0.77656847
3304557,2021-05-30,28,127,2436.2,0,development,1,60,44,32,50,20,,42.5,170,13.40398,60,42.75,342,11.093756,60,-32,-0.52459016,-48,-1,,31,37.8,15.425,23.04,23.16,22.4075,85.38,83.77,81.6525,0.51,0.53,0.5975,10,0.28571429,0.5,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.53218228,-0.8466298
3304557,2021-06-06,50,103,2436.2,0,development,1,28,60,38,57,27,,45.5,182,13.40398,60,41.875,335,10.034761,60,22,0.75862069,54,3,,10.9,28.1,11.125,22.56,21.18,22.7525,82.73,83.52,81.455,0.52,0.62,0.5725,17,0.3496,0.58,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.42662393,-0.90442912
3304557,2021-06-13,29,101,2436.2,0,development,1,50,28,44,42,26,,41.75,167,15.840349,60,40.25,322,11.016222,60,-21,-0.41176471,-43,-3.75,,9.4,2.5,12.85,19.43,22.36,22.02,81.75,83.57,81,0.5,0.57,0.555,12,0.16527943,0.31034483,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.31488664,-0.94912929
3304557,2021-06-20,26,93,2436.2,0,development,1,29,50,60,41,39,,33.25,133,11.236103,50,38.375,307,12.094125,60,-3,-0.1,18,-8.5,,6.4,0.1,14.425,21.26,23.05,21.5725,77.93,74.14,81.9475,0.78,0.69,0.5775,13,0.30769231,0.53846154,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.19858874,-0.98008291
3304557,2021-06-27,22,83,2436.2,0,development,1,26,29,28,32,38,,31.75,127,12.5,50,37.125,297,13.303464,60,-4,-0.14814815,-1,-1.5,,1.2,31,6.975,19.62,23.04,20.7175,75.25,85.38,79.415,0.68,0.51,0.62,16,0.095041322,0.22727273,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.079414622,-0.99684167
3304557,2021-07-04,26,70,2436.2,0,development,1,22,26,50,38,50,,25.75,103,2.8722813,29,35.625,285,13.855762,60,4,0.17391304,8,-6,,9.7,10.9,6.675,19.2,22.56,19.8775,84.87,82.73,79.95,0.37,0.52,0.5825,12,0.24260355,0.46153846,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.040909686,-0.99916285
3304557,2021-07-11,27,55,2436.2,0,development,1,26,22,29,44,57,,25.25,101,2.2173558,27,33.5,268,13.690455,60,1,0.037037037,-3,-0.5,,0.7,9.4,4.5,21.44,19.43,20.38,79.55,81.75,79.4,2.06,0.5,0.9725,10,0.33333333,0.55555556,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.16064149,-0.98701282
3304557,2021-07-18,18,40,2436.2,0,development,1,27,26,26,60,42,,23.25,93,4.1129876,27,28.25,226,9.4830676,50,-9,-0.32142857,-10,-2,,0.2,6.4,2.95,18.34,21.26,19.65,75.88,77.93,78.8875,2.27,0.78,1.345,9,0.24691358,0.44444444,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.27804666,-0.96056757
3304557,2021-07-25,12,45,2436.2,0,development,1,18,27,22,28,41,,20.75,83,7.0887234,27,26.25,210,11.093756,50,-6,-0.31578947,3,-2.5,,15.6,1.2,6.55,19.57,19.62,19.6375,67.83,75.25,77.0325,3.25,0.68,1.9875,8,0.18055556,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.3914248,-0.9202101
3304557,2021-08-01,13,46,2436.2,0,development,1,12,18,26,50,32,,17.5,70,6.8556546,27,21.625,173,6.5669628,29,1,0.076923077,7,-3.25,,0.3,9.7,4.2,18.34,19.2,19.4225,78.25,84.87,75.3775,1.98,0.37,2.39,12,0.088757396,0.15384615,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.4991338,-0.86652493
3304557,2021-08-08,12,47,2436.2,0,development,1,13,12,27,29,38,,13.75,55,2.8722813,18,19.5,156,6.5900358,27,-1,-0.071428571,-2,-3.75,,28.5,0.7,11.15,20.93,21.44,19.295,78.41,79.55,75.0925,2.46,2.06,2.49,7,0.19444444,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.59961369,-0.80028959
3304557,2021-08-15,3,57,2436.2,0,development,1,12,13,18,26,44,,10,40,4.6904158,13,16.625,133,8.1755297,27,-9,-0.69230769,-8,-3.75,,2.8,0.2,11.8,23.22,18.34,20.515,75.9,75.88,75.0975,2.02,2.27,2.4275,3,0.33333333,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.69140917,-0.7224634
3304557,2021-08-22,17,47,2436.2,0,development,1,3,12,12,22,60,,11.25,45,5.9090326,17,16,128,7.8921299,27,14,3.5,23,1.25,,3.1,15.6,8.675,24.88,19.57,21.8425,64.92,67.83,74.37,2.24,3.25,2.175,9,0.30795848,0.52941176,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.77319075,-0.63417353
3304557,2021-08-29,14,42,2436.2,0,development,1,17,3,13,26,28,,11.5,46,6.0277138,17,14.5,116,6.78233,27,-3,-0.16666667,-17,0.25,,44.2,0.3,19.65,22.08,18.34,22.7775,80.27,78.25,74.875,2.22,1.98,2.235,9,0.18367347,0.35714286,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.84377395,-0.53669872
3304557,2021-09-05,13,41,2436.2,0,development,1,14,17,12,27,50,,11.75,47,6.0759087,17,12.75,102,4.5276926,18,-1,-0.066666667,2,0.25,,3.9,28.5,13.5,23.29,20.93,23.3675,80,78.41,75.2725,1.86,2.46,2.085,7,0.32544379,0.53846154,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.9021365,-0.43145073
3304557,2021-09-12,13,32,2436.2,0,development,1,13,14,3,18,29,,14.25,57,1.8929694,17,12.125,97,4.0155946,17,0,0,1,2.5,,16.7,2.8,16.975,24.56,23.22,23.7025,78.56,75.9,75.9375,2.14,2.02,2.115,10,0.12426036,0.23076923,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.94743311,-0.3199539
3304557,2021-09-19,7,35,2436.2,0,development,1,13,13,17,12,26,,11.75,47,3.2015621,14,11.5,92,4.4077853,17,-6,-0.42857143,-6,-2.5,,4,3.1,17.2,22.21,24.88,23.035,74.66,64.92,78.3725,2.54,2.24,2.19,7,0.14285714,0.14285714,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.97900774,-0.20382307
3304557,2021-09-26,9,30,2436.2,0,development,1,7,13,14,13,22,,10.5,42,3,13,11,88,4.4400772,17,2,0.25,8,-1.25,,1,44.2,6.4,23.25,22.08,23.3275,78.44,80.27,77.915,2.19,2.22,2.1825,7,0.18518519,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.99640308,-0.084740199
3304557,2021-10-03,12,23,2436.2,0,development,1,9,7,13,12,26,,10.25,41,2.7537853,13,11,88,4.4400772,17,3,0.3,1,-0.25,,35.8,3.9,14.375,23.35,23.29,23.3425,81.76,80,78.355,2.48,1.86,2.3375,6,0.30555556,0.5,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.99936719,0.035569988
3304557,2021-10-10,4,25,2436.2,0,development,1,12,9,13,3,27,,8,32,3.3665016,12,11.125,89,4.1896983,17,-8,-0.61538462,-11,-2.25,,28.6,16.7,17.35,23,24.56,22.9525,81.45,78.56,79.0775,2.1,2.14,2.3275,4,0.25,0.25,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.98785713,0.155365
3304557,2021-10-17,10,24,2436.2,0,development,1,4,12,7,17,18,,8.75,35,3.4034296,12,10.25,82,3.4537764,14,6,1.2,14,0.75,,54.5,4,29.975,20.52,22.21,22.53,84.13,74.66,81.445,1.95,2.54,2.18,8,0.16,0.3,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.96203962,0.27290982
3304557,2021-10-24,4,41,2436.2,0,development,1,10,4,9,14,12,,7.5,30,4.1231056,12,9,72,3.7032804,13,-6,-0.54545455,-12,-1.25,,24.3,1,35.8,22.34,23.25,22.3025,86.33,78.44,83.4175,1.85,2.19,2.095,3,0.375,0.5,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.92228857,0.38650199
3304557,2021-10-31,5,74,2436.2,0,development,1,4,10,12,13,13,,5.75,23,2.8722813,10,8,64,3.545621,13,1,0.2,7,-1.75,,51.3,35.8,39.675,21.5,23.35,21.84,88.84,81.76,85.1875,2.24,2.48,2.035,5,0.2,0.2,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.86917972,0.49449632
3304557,2021-11-07,6,82,2436.2,0,development,1,5,4,4,13,12,,6.25,25,2.6299556,10,7.125,57,2.9489708,12,1,0.16666667,0,0.5,,19.4,28.6,37.375,20.56,23,21.23,84.04,81.45,85.835,1.57,2.1,1.9025,6,0.16666667,0.16666667,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.80348225,0.59532871
3304557,2021-11-14,9,86,2436.2,0,development,1,6,5,10,7,3,,6,24,2.1602469,9,7.375,59,3.0207615,12,3,0.42857143,2,-0.25,,32.1,54.5,31.775,22.98,20.52,21.845,76.94,84.13,84.0375,2.33,1.95,1.9975,7,0.18518519,0.33333333,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.72614769,0.68753875
3304557,2021-11-21,21,70,2436.2,0,development,1,9,6,4,9,17,,10.25,41,7.3654599,21,8.875,71,5.7180791,21,12,1.2,9,4.25,,1.9,24.3,26.175,23.57,22.34,22.1525,76.11,86.33,81.4825,2.09,1.85,2.0575,16,0.074829932,0.14285714,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.63829609,0.76979095
3304557,2021-11-28,38,38,2436.2,0,development,1,21,9,5,12,14,,18.5,74,14.525839,38,12.125,97,11.849503,38,17,0.77272727,5,8.25,,12.6,51.3,16.5,24.76,21.5,22.9675,79.79,88.84,79.22,2,2.24,1.9975,20,0.10249307,0.23684211,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.54119984,0.84089401
3304557,2021-12-05,14,29,2436.2,0,development,1,38,21,6,4,13,,20.5,82,12.66228,38,13.375,107,11.388434,38,-24,-0.61538462,-41,2,,49.6,19.4,24.05,23.09,20.56,23.6,82.95,84.04,78.9475,2.19,1.57,2.1525,12,0.091836735,0.14285714,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.43626522,0.89981813
3304557,2021-12-12,13,22,2436.2,0,development,1,14,38,9,10,13,,21.5,86,11.56143,38,13.75,110,11.310551,38,-1,-0.066666667,23,1,,73.3,32.1,34.35,27.22,22.98,24.66,84.39,76.94,80.81,2.14,2.33,2.105,11,0.10059172,0.15384615,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.32501202,0.94570989
3304557,2021-12-19,5,24,2436.2,0,development,1,13,14,21,4,7,,17.5,70,14.247807,38,13.875,111,11.192312,38,-8,-0.57142857,-7,-4,,43.1,1.9,44.65,23.96,23.57,24.7575,77.62,76.11,81.1875,2.46,2.09,2.1975,5,0.2,0.2,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.20905157,0.97790462
3304557,2021-12-26,6,25,2436.2,0,development,1,5,13,38,5,9,,9.5,38,4.6547467,14,14,112,11.084094,38,1,0.16666667,9,-8,,46,12.6,53,24.72,24.76,24.7475,84.63,79.79,82.3975,1.74,2,2.1325,6,0.16666667,0.16666667,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,-0.090063355,0.99593604
3304557,2022-01-02,5,29,2436.2,0,development,1,6,5,14,6,12,5,7.25,29,3.8622101,13,13.875,111,11.192312,38,-1,-0.14285714,-2,-2.25,0,59.1,49.6,55.375,27.21,23.09,25.7775,81.06,82.95,81.925,2.4,2.19,2.185,5,0.2,0.2,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.034398767,0.99940819
3304557,2022-01-09,6,40,2436.2,0,development,1,5,6,13,9,4,3,5.5,22,0.57735027,6,13.5,108,11.426786,38,1,0.16666667,2,-1.75,3,18.9,73.3,41.775,24.96,27.22,25.2125,88.19,84.39,82.875,1.54,2.14,2.035,3,0.5,0.66666667,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.15420719,0.98803853
3304557,2022-01-16,7,57,2436.2,0,development,1,6,5,5,21,10,8,6,24,0.81649658,7,11.75,94,11.183534,38,1,0.14285714,0,0.5,-1,2.5,43.1,31.625,27.55,23.96,26.11,78.75,77.62,83.1575,2.05,2.46,1.9325,6,0.18367347,0.28571429,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.27178218,0.96235879
3304557,2022-01-23,7,82,2436.2,0,development,1,7,6,6,38,4,18,6.25,25,0.95742711,7,7.875,63,3.5632048,14,0,0,-1,0.25,-11,4.4,46,21.225,27.67,24.72,26.8475,73.64,84.63,80.41,2.08,1.74,2.0175,6,0.18367347,0.28571429,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.38542086,0.9227409
3304557,2022-01-30,9,92,2436.2,0,development,1,7,7,5,14,5,21,7.25,29,1.2583057,9,7.25,58,2.6592158,13,2,0.25,2,1,-12,24.1,59.1,12.475,26.61,27.21,26.6975,84.94,81.06,81.38,1.75,2.4,1.855,8,0.13580247,0.22222222,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.49347736,0.86975864
3304557,2022-02-06,17,128,2436.2,0,development,1,9,7,6,13,6,14,10,40,4.7609523,17,7.75,62,3.9551052,17,8,0.8,6,2.75,3,49.4,18.9,20.1,25.05,24.96,26.72,83.41,88.19,80.185,1.81,1.54,1.9225,14,0.08650519,0.17647059,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.59438667,0.80417939
3304557,2022-02-13,24,181,2436.2,0,development,1,17,9,7,5,9,14,14.25,57,7.804913,24,10.125,81,6.7704716,24,7,0.38888889,-1,4.25,10,68.6,2.5,36.625,25.38,27.55,26.1775,84.34,78.75,81.5825,1.89,2.05,1.8825,19,0.0625,0.125,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.68668728,0.72695294
3304557,2022-02-20,32,235,2436.2,0,development,1,24,17,7,6,21,18,20.5,82,9.8149546,32,13.375,107,9.9848099,32,8,0.32,1,6.25,14,4.4,4.4,36.625,26.6,27.67,25.91,82.02,73.64,83.6775,1.95,2.08,1.85,21,0.072265625,0.15625,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.76904237,0.6391978
3304557,2022-02-27,19,318,2436.2,0,development,1,32,24,9,5,38,20,23,92,6.6833126,32,15.125,121,9.5234673,32,-13,-0.39393939,-21,2.5,-1,0,24.1,30.6,28.13,26.61,26.29,72.87,84.94,80.66,2.02,1.75,1.9175,15,0.08033241,0.15789474,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.84025918,0.54218494
3304557,2022-03-06,53,401,2436.2,0,development,1,19,32,17,6,14,27,32,128,14.988885,53,21,168,15.629642,53,34,1.7,47,9,26,0.1,49.4,18.275,28.23,25.05,27.085,69.56,83.41,77.1975,2.13,1.81,1.9975,40,0.034531862,0.094339623,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.89930623,0.43731945
3304557,2022-03-13,77,458,2436.2,0,development,1,53,19,24,7,13,26,45.25,181,25.38208,77,29.75,238,24.016363,77,24,0.44444444,-10,13.25,51,0.1,68.6,1.15,28.31,25.38,27.8175,75.25,84.34,74.925,1.94,1.89,2.01,36,0.049755439,0.12987013,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.94532834,0.32612011
3304557,2022-03-20,86,503,2436.2,0,development,1,77,53,32,7,5,39,58.75,235,29.937435,86,39.625,317,29.041534,86,9,0.11538462,-15,13.5,47,40.7,4.4,10.225,26.41,26.6,27.77,72.44,82.02,72.53,2.59,1.95,2.17,49,0.033531639,0.10465116,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.97765895,0.21019747
3304557,2022-03-27,102,637,2436.2,0,development,1,86,77,19,9,6,38,79.5,318,20.469489,102,51.25,410,33.328452,102,16,0.18390805,7,20.75,64,272.4,0,78.325,25.49,28.13,27.11,84.89,72.87,75.535,2.28,2.02,2.235,51,0.041138024,0.10784314,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.99582981,0.09123047
3304557,2022-04-03,136,774,2436.2,0,development,1,102,86,53,17,5,50,100.25,401,25.979158,136,66.125,529,41.429587,136,34,0.33009709,18,20.75,86,16.2,0.1,82.35,25.86,28.23,26.5175,81.94,69.56,78.63,2.08,2.13,2.2225,57,0.048118512,0.14705882,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.99957773,-0.029057851
3304557,2022-04-10,134,971,2436.2,0,development,1,136,102,77,24,6,57,114.5,458,24.569629,136,79.875,639,43.646101,136,-2,-0.01459854,-36,14.25,77,60.7,0.1,97.5,24.61,28.31,25.5925,79.94,75.25,79.8025,2.46,1.94,2.3525,61,0.036867899,0.12686567,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.98884845,-0.14892532
3304557,2022-04-17,131,1123,2436.2,0,development,1,134,136,86,32,7,42,125.75,503,15.96611,136,92.25,738,42.141768,136,-3,-0.022222222,-1,11.25,89,0.7,40.7,87.5,22.99,26.41,24.7375,79.79,72.44,81.64,1.71,2.59,2.1325,50,0.052619311,0.14503817,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.96379735,-0.26663585
3304557,2022-04-24,236,1162,2436.2,0,development,1,131,134,102,19,7,41,159.25,637,51.20791,236,119.375,955,55.861915,236,105,0.79545455,108,33.5,195,26.2,272.4,25.95,25.28,25.49,24.685,72.49,84.89,78.54,2.32,2.28,2.1425,84,0.032641482,0.097457627,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.92478725,-0.38048461
3304557,2022-05-01,273,1172,2436.2,0,development,1,236,131,136,53,9,32,193.5,774,72.048595,273,146.875,1175,70.699439,273,37,0.15611814,-68,34.25,241,9.3,16.2,24.225,24.94,25.86,24.455,78.96,81.94,77.795,2.25,2.08,2.185,85,0.032403494,0.098901099,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.87238316,-0.48882268
3304557,2022-05-08,331,1039,2436.2,0,development,1,273,236,134,77,17,38,242.75,971,84.136298,331,178.625,1429,89.397887,331,58,0.21167883,21,49.25,293,10.1,60.7,11.575,22.34,24.61,23.8875,81.24,79.94,78.12,1.85,2.46,2.0325,112,0.026733966,0.10271903,0.28502289,0.126,0.76614789,0.147,1125.142,678.73,0.39301937,0.3625,0.80734406,-0.59008098
